1.0.4.0,22,56203
1.0.4.0,24,56203
1.0.5.0,24,56203
1.0.6.0,24,56203
1.0.7.0,24,56203
1.0.64.0,18,18144
1.0.128.0,17,9737
1.0.128.0,18,9737
1.0.128.0,19,9737
1.0.128.0,24,23969
1.0.129.0,24,23969
1.0.131.0,24,23969
1.0.132.0,22,23969
1.0.136.0,24,23969
1.0.137.0,24,23969
1.0.138.0,24,23969
1.0.139.0,24,23969
1.0.142.0,24,23969
1.0.144.0,20,23969
1.0.160.0,19,9737
1.0.160.0,22,23969
1.0.164.0,24,23969
1.0.165.0,24,23969
1.0.166.0,24,23969
1.0.167.0,24,23969
1.0.168.0,21,23969
1.0.176.0,20,23969
1.0.192.0,18,9737
1.0.192.0,19,9737
1.0.192.0,21,23969
1.0.201.0,24,23969
1.0.202.0,24,23969
1.0.203.0,24,23969
1.0.204.0,22,23969
1.0.208.0,23,23969
1.0.212.0,23,23969
1.0.214.0,24,23969
1.0.216.0,22,23969
1.0.220.0,24,23969
1.0.221.0,24,23969
1.0.222.0,23,23969
1.0.224.0,19,9737
1.0.240.0,21,23969
1.0.248.0,21,23969
1.1.3.0,24,3491
1.1.8.0,24,4134
1.1.20.0,24,133948
1.1.64.0,19,2519
1.1.103.0,24,2519
1.1.104.0,24,2519
1.1.105.0,24,2519
1.1.106.0,24,2519
1.1.107.0,24,2519
1.1.108.0,24,2519
1.1.109.0,24,2519
1.1.110.0,24,2519
1.1.111.0,24,2519
1.1.112.0,24,2519
1.1.113.0,24,2519
1.1.114.0,24,2519
1.1.115.0,24,2519
1.1.116.0,24,2519
1.1.117.0,24,2519
1.1.118.0,24,2519
1.1.119.0,24,2519
1.1.120.0,24,2519
1.1.121.0,24,2519
1.1.122.0,24,2519
1.1.123.0,24,2519
1.1.124.0,24,2519
1.1.125.0,24,2519
1.1.126.0,24,2519
1.1.127.0,24,2519
1.1.128.0,17,9737
1.1.128.0,18,9737
1.1.128.0,19,9737
1.1.128.0,21,23969
1.1.136.0,22,23969
1.1.140.0,24,23969
1.1.142.0,24,23969
1.1.144.0,22,23969
1.1.148.0,22,23969
1.1.152.0,21,23969
1.1.160.0,19,9737
1.1.160.0,20,23969
1.1.176.0,22,23969
1.1.180.0,24,23969
1.1.181.0,24,23969
1.1.183.0,24,23969
1.1.184.0,22,23969
1.1.189.0,24,23969
1.1.190.0,23,23969
1.1.192.0,18,9737
1.1.192.0,19,9737
1.1.192.0,21,23969
1.1.200.0,21,23969
1.1.208.0,21,23969
1.1.216.0,22,23969
1.1.220.0,24,23969
1.1.221.0,24,23969
1.1.222.0,24,23969
1.1.223.0,24,23969
1.1.224.0,19,9737
1.1.224.0,21,23969
1.1.232.0,21,23969
1.1.240.0,21,23969
1.1.248.0,24,23969
1.1.249.0,24,23969
1.1.251.0,24,23969
1.1.252.0,24,23969
1.1.253.0,24,23969
1.1.254.0,23,23969
1.2.4.0,24,24151_24409_24406
1.2.11.0,24,18046
1.2.128.0,17,9737
1.2.128.0,18,9737
1.2.128.0,19,9737
1.2.128.0,20,23969
1.2.144.0,20,23969
1.2.160.0,19,9737
1.2.162.0,24,23969
1.2.163.0,24,23969
1.2.164.0,24,23969
1.2.165.0,24,23969
1.2.166.0,24,23969
1.2.167.0,24,23969
1.2.168.0,24,23969
1.2.169.0,24,23969
1.2.170.0,24,23969
1.2.171.0,24,23969
1.2.172.0,24,23969
1.2.173.0,24,23969
1.2.176.0,24,23969
1.2.177.0,24,23969
1.2.178.0,24,23969
1.2.179.0,24,23969
1.2.181.0,24,23969
1.2.182.0,24,23969
1.2.183.0,24,23969
1.2.184.0,24,23969
1.2.185.0,24,23969
1.2.187.0,24,23969
1.2.188.0,23,23969
1.2.190.0,24,23969
1.2.191.0,24,23969
1.2.192.0,18,9737
1.2.192.0,19,9737
1.2.192.0,20,23969
1.2.208.0,20,23969
1.2.224.0,19,9737
1.2.224.0,21,23969
1.2.232.0,22,23969
1.2.236.0,23,23969
1.2.238.0,24,23969
1.2.239.0,24,23969
1.2.240.0,21,23969
1.2.248.0,22,23969
1.2.254.0,23,23969
1.3.3.0,24,27176
1.3.33.0,24,133741_133948
1.3.34.0,24,133741_133948
1.3.35.0,24,133741
1.3.36.0,24,133741_133948
1.3.37.0,24,133741_133948
1.3.38.0,24,133741_133948
1.3.45.0,24,133741_133948
1.3.54.0,24,133741
1.3.55.0,24,133948
1.3.56.0,24,133948
1.3.57.0,24,133948
1.3.59.0,24,133741_133948
1.3.60.0,24,133948_133741
1.4.88.0,24,63849
1.4.128.0,17,9737
1.4.128.0,18,9737
1.4.128.0,19,9737
1.4.128.0,21,23969
1.4.136.0,22,23969
1.4.140.0,23,23969
1.4.142.0,23,23969
1.4.152.0,22,23969
1.4.156.0,24,23969
1.4.157.0,24,23969
1.4.158.0,24,23969
1.4.159.0,24,23969
1.4.160.0,19,9737
1.4.160.0,20,23969
1.4.176.0,20,23969
1.4.192.0,18,9737
1.4.192.0,19,9737
1.4.197.0,24,23969
1.4.200.0,22,23969
1.4.204.0,24,23969
1.4.205.0,24,23969
1.4.206.0,24,23969
1.4.207.0,24,23969
1.4.208.0,24,23969
1.4.209.0,24,23969
1.4.210.0,23,23969
1.4.212.0,22,23969
1.4.216.0,24,23969
1.4.217.0,24,23969
1.4.218.0,23,23969
1.4.220.0,22,23969
1.4.224.0,19,9737
1.4.224.0,20,23969
1.4.240.0,21,23969
1.4.248.0,23,23969
1.4.250.0,23,23969
1.4.252.0,22,23969
1.5.0.0,16,4725
1.8.18.0,24,38345
1.8.101.0,24,38345
1.8.102.0,24,38345
1.8.103.0,24,38345
1.8.104.0,24,38345
1.8.105.0,24,38345
1.8.106.0,24,38345
1.8.107.0,24,38345
1.8.108.0,24,38345
1.8.109.0,24,38345
1.8.110.0,24,38345
1.8.150.0,24,38345
1.8.151.0,24,38345
1.8.152.0,24,38345
1.8.153.0,24,38345
1.8.238.0,24,38345
1.8.239.0,24,38345
1.8.240.0,24,38345
1.8.241.0,24,38345
1.8.242.0,24,38345
1.8.243.0,24,38345
1.9.0.0,16,4788
1.9.12.0,24,4788_65037
1.9.23.0,24,4788_65120
1.9.31.0,24,4788_65077
1.9.34.0,24,4788
1.9.37.0,24,4788
1.9.40.0,24,4788
1.9.41.0,24,4788
1.9.79.0,24,4788
1.10.66.0,24,133741
1.10.67.0,24,133741
1.10.69.0,24,133741_133948
1.10.70.0,24,133741
1.10.71.0,24,133741
1.10.72.0,24,133741_133948
1.10.73.0,24,133741_133948
1.10.74.0,24,133741_133948
1.10.76.0,24,133741_133948
1.10.77.0,24,133741_133948
1.10.78.0,24,133741_133948
1.10.79.0,24,133741_133948
1.10.81.0,24,133741_133948
1.10.83.0,24,133741_133948
1.10.84.0,24,133741_133948
1.10.85.0,24,133741_133948
1.10.94.0,24,133948_133741
1.10.128.0,18,9737
1.10.128.0,24,23969
1.10.129.0,24,23969
1.10.130.0,24,23969
1.10.131.0,24,23969
1.10.132.0,22,23969
1.10.132.0,24,23969
1.10.134.0,24,23969
1.10.135.0,24,23969
1.10.136.0,21,23969
1.10.138.0,24,23969
1.10.139.0,24,23969
1.10.140.0,24,23969
1.10.141.0,24,23969
1.10.142.0,24,23969
1.10.143.0,24,23969
1.10.144.0,20,23969
1.10.144.0,24,23969
1.10.146.0,24,23969
1.10.147.0,24,23969
1.10.148.0,24,23969
1.10.149.0,24,23969
1.10.151.0,24,23969
1.10.152.0,24,23969
1.10.153.0,24,23969
1.10.154.0,24,23969
1.10.155.0,24,23969
1.10.156.0,24,23969
1.10.157.0,24,23969
1.10.158.0,24,23969
1.10.159.0,24,23969
1.10.160.0,19,23969
1.10.160.0,22,23969
1.10.164.0,24,23969
1.10.165.0,24,23969
1.10.166.0,24,23969
1.10.167.0,24,23969
1.10.168.0,24,23969
1.10.169.0,24,23969
1.10.170.0,24,23969
1.10.171.0,24,23969
1.10.172.0,24,23969
1.10.174.0,24,23969
1.10.175.0,24,23969
1.10.176.0,21,23969
1.10.184.0,24,23969
1.10.185.0,24,23969
1.10.186.0,24,23969
1.10.187.0,24,23969
1.10.188.0,24,23969
1.10.189.0,24,23969
1.10.190.0,24,23969
1.10.191.0,24,23969
1.10.192.0,19,9737
1.10.192.0,24,23969
1.10.193.0,24,23969
1.10.194.0,24,23969
1.10.195.0,24,23969
1.10.196.0,24,23969
1.10.197.0,24,23969
1.10.198.0,24,23969
1.10.199.0,24,23969
1.10.200.0,24,23969
1.10.201.0,24,23969
1.10.202.0,24,23969
1.10.203.0,24,23969
1.10.204.0,24,23969
1.10.205.0,24,23969
1.10.206.0,24,23969
1.10.207.0,24,23969
1.10.208.0,24,23969
1.10.209.0,24,23969
1.10.210.0,24,23969
1.10.211.0,24,23969
1.10.212.0,24,23969
1.10.213.0,24,23969
1.10.214.0,24,23969
1.10.215.0,24,23969
1.10.216.0,24,23969
1.10.217.0,24,23969
1.10.218.0,24,23969
1.10.220.0,24,23969
1.10.221.0,24,23969
1.10.222.0,24,23969
1.10.223.0,24,23969
1.10.224.0,19,9737
