IPValue,Lower,Upper,Path,HighSegment
84041728,84041728,84049919,31655,19
84049920,84049920,84082687,8708,17
84083200,84083200,84084735,31483,24
84086272,84086272,84087039,62287,24
84087552,84087552,84088319,62287,24
84088576,84088576,84089087,62287,24
84089600,84089600,84090111,62287,24
84090624,84090624,84090879,62287,24
84091136,84091136,84091391,62287,24
84092160,84092160,84092671,62287,24
84092928,84092928,84093439,62287,24
84093440,84093440,84093695,48441,24
84093696,84093696,84094207,62287,24
84094720,84094720,84095743,62287,24
84096000,84096000,84096255,62287,24
84096512,84096512,84097279,62287,24
84097536,84097536,84097791,62287,24
84098048,84098048,84098303,62287,24
84098816,84098816,84099071,62287,24
84099072,84099072,84103167,39028,20
84103168,84103168,84103679,201083,23
84103680,84103680,84103935,202778,24
84103936,84103936,84104191,206171,24
84104192,84104192,84104447,207078,24
84104448,84104448,84104703,9049,24
84111360,84111360,84115455,41682,20
84115456,84115456,84119551,39435,20
84119552,84119552,84123647,41668,20
84123648,84123648,84127743,50542,20
84127744,84127744,84131839,41682,20
84131840,84131840,84140031,42682,19
84140032,84140032,84142079,57026,22
84142080,84142080,84144127,57378,21
84144128,84144128,84148223,50543,22
84148224,84148224,84410367,12638,14
84281093,84281093,84281093,12638,32
84346371,84346371,84346371,12638,32
84346885,84346885,84346885,12638,32
84412416,84412416,84414719,44050,24
84412416,84412416,84413439,44050,24
84414720,84414720,84414975,205601,24
84415232,84415232,84416511,44050,24
84416512,84416512,84418559,200081,24
84418560,84418560,84419583,202023,24
84419584,84419584,84420095,50896,24
84420096,84420096,84420351,203190,24
84420352,84420352,84420607,50896,24
84420608,84420608,84421631,200081,22
84421632,84421632,84422655,50896,24
84422656,84422656,84425215,44050,24
84422656,84422656,84424703,44050,24
84425472,84425472,84425727,44050,24
84425728,84425728,84425983,203395,24
84425984,84425984,84426495,44050,24
84426496,84426496,84426751,30475,24
84426752,84426752,84427007,44812,24
84427008,84427008,84427775,44050,24
84427776,84427776,84428799,200081,22
84428800,84428800,84430847,44050,21
84430848,84430848,84432895,56541,23
84432896,84432896,84433919,62088,24
84433920,84433920,84434943,44050,22
84434944,84434944,84443135,30848,19
84443136,84443136,84451327,31126,22
84443136,84443136,84443903,31126,24
84444160,84444160,84444927,31126,24
84445184,84445184,84445951,31126,24
84446208,84446208,84447999,31126,24
84448256,84448256,84449023,31126,24
84449280,84449280,84450047,31126,24
84450304,84450304,84451327,31126,24
84451328,84451328,84455423,3181,20
84453376,84453376,84453887,3181,23
84455424,84455424,84455679,198762,24
84455680,84455680,84455935,31261,24
84455936,84455936,84456191,198833,24
84456192,84456192,84456447,198821,24
84456448,84456448,84456959,51219,23
84456960,84456960,84457215,59530,24
84457472,84457472,84459519,29286,21
84459520,84459520,84461311,49301,24
84461568,84461568,84465663,49301,22
84462592,84462592,84463615,49301,22
84467712,84467712,84471807,21365,20
84471808,84471808,84473855,3178,24
84471808,84471808,84473343,3178,24
84475904,84475904,84541439,24940,16
84541440,84541440,84543487,198726,23
84543488,84543488,84545535,57154,21
84545536,84545536,84549631,60610,20
84546816,84546816,84547071,63956,24
84547072,84547072,84547327,32489,24
84547328,84547328,84547583,57168,24
84547584,84547584,84547839,25260,24
84548096,84548096,84548351,21769,24
84549632,84549632,84551679,199045,21
84549888,84549888,84550911,199045,24
84551168,84551168,84551679,199045,24
84551680,84551680,84553727,198967,22
84553728,84553728,84557823,29562,21
84557824,84557824,84574207,36351,19
84574208,84574208,84576255,57809,21
84576256,84576256,84577535,4809,24
84577536,84577536,84577791,49209,24
84577536,84577536,84577599,49209,26
84577664,84577664,84577727,49209,26
84577792,84577792,84578303,4809,24
84578304,84578304,84582399,25160,20
84582400,84582400,84590591,6830,20
84590592,84590592,84592639,57685,21
84592640,84592640,84594687,49835,24
84594688,84594688,84595199,25394,24
84595200,84595200,84596735,20676,24
84596736,84596736,84596991,25394,24
84596992,84596992,84598783,20676,24
84598784,84598784,84600831,3194,24
84600832,84600832,84602879,44568,24
84602880,84602880,84606975,15723,20
84606976,84606976,84609023,3190,21
84609024,84609024,84611071,30844,21
84611072,84611072,84615167,42705,20
84611072,84611072,84611583,42705,24
84611584,84611584,84611839,200654,24
84612352,84612352,84612607,42705,24
84613120,84613120,84613631,19036,23
84614144,84614144,84614399,19036,24
84615168,84615168,84617215,47217,21
84617216,84617216,84619263,31408,22
84619264,84619264,84621311,47215,21
84621312,84621312,84623359,204268,22
84622592,84622592,84622847,204268,24
84623360,84623360,84627455,31214,20
84627456,84627456,84629503,35415,21
84627968,84627968,84628479,35415,24
84629504,84629504,84631551,196646,21
84631552,84631552,84635647,15404,20
84639744,84639744,84672511,16135,17
84672512,84672512,84934655,8708,14
84934656,84934656,84938751,21353,21
84938752,84938752,84951039,41733,20
84951040,84951040,84961279,51570,21
84961280,84961280,84963327,42116,22
84967424,84967424,85196799,41733,17
85066752,85066752,85067007,41733,24
85067264,85067264,85067519,41733,24
85073920,85073920,85080063,41733,21
85090304,85090304,85092351,41733,21
85100544,85100544,85101567,41733,22
85116928,85116928,85123071,41733,24
85118976,85118976,85123071,41733,21
85125120,85125120,85127423,41733,24
85127680,85127680,85129215,41733,24
85131264,85131264,85131775,41733,24
85132032,85132032,85132287,41733,24
85133056,85133056,85133823,41733,24
85196800,85196800,85198847,21412,21
85200896,85200896,85262335,21412,21
85217499,85217499,85217499,21412,32
85242305,85242305,85242305,21412,32
85249624,85249624,85249624,21412,32
85262336,85262336,85327871,50010,16
85266432,85266432,85267455,50010,22
85311488,85311488,85321727,50010,22
85311488,85311488,85319679,50010,20
85320960,85320960,85321215,50010,24
85322752,85322752,85327871,50010,22
85327872,85327872,85360639,43754,18
85327872,85327872,85352447,43754,19
85360640,85360640,85362687,50463,21
85361664,85361664,85361919,50463,24
85362688,85362688,85364735,51043,21
85364736,85364736,85366783,196763,23
85366784,85366784,85367039,201934,24
85367040,85367040,85367295,60500,24
85367296,85367296,85367551,60829,24
85367808,85367808,85368831,48964,24
85368133,85368133,85368133,48964,32
85368832,85368832,85377023,31042,19
85377024,85377024,85385215,48289,19
85385216,85385216,85387263,31672,21
85387264,85387264,85389311,2116,21
85389312,85389312,85391359,197524,21
85391360,85391360,85393407,39704,21
85393408,85393408,85401599,6453,19
85396480,85396480,85397503,34977,22
85398528,85398528,85398783,40009,24
85401600,85401600,85402111,12850,24
85403648,85403648,85405695,13193,21
85406208,85406208,85406719,60251,23
85407744,85407744,85409791,35382,21
85409792,85409792,85417983,60300,20
85417984,85417984,85420031,8636,21
85420032,85420032,85422079,57214,22
85422080,85422080,85424127,48944,22
85424128,85424128,85426175,8678,21
85426176,85426176,85458943,6848,17
85524480,85524480,85540863,16135,19
85557248,85557248,85577727,16135,20
85590016,85590016,85721087,16135,17
85721088,85721088,85723135,12303,21
85723136,85723136,85723647,58177,24
85725184,85725184,85729279,8439,20
85729280,85729280,85730815,13231,24
85731328,85731328,85733375,47215,21
85733120,85733120,85733375,196763,24
85733376,85733376,85735423,42010,21
85735424,85735424,85737471,35425,21
85737472,85737472,85753855,20880,19
85753856,85753856,85770239,12849,20
85770240,85770240,85786623,42337,21
85774336,85774336,85775103,42337,24
85786624,85786624,85852159,12849,20
85852160,85852160,86015999,15802,19
86001664,86001664,86001919,15802,24
86016000,86016000,86017023,60168,24
86017024,86017024,86018047,57705,24
86018048,86018048,86020095,44549,21
86020096,86020096,86020351,43714,24
86022144,86022144,86024191,15533,21
86024192,86024192,86026239,198870,21
86026240,86026240,86028287,15836,21
86028288,86028288,86028799,34547,23
86028800,86028800,86029567,16333,24
86029568,86029568,86029823,34547,24
86029824,86029824,86030079,16333,24
86030080,86030080,86030335,34547,24
86030336,86030336,86030847,198904,24
86048768,86048768,86114303,9158,16
86114304,86114304,86147071,21299,24
86118400,86118400,86122495,21299,21
86132736,86132736,86133247,21299,24
86134784,86134784,86138879,21299,21
86138624,86138624,86138879,21299,24
86140928,86140928,86142463,21299,24
86145024,86145024,86146047,21299,24
86147072,86147072,86155263,199435,19
86155264,86155264,86157311,51440,24
86157312,86157312,86159359,8513,21
86159104,86159104,86159359,16360,24
86159360,86159360,86161407,15626,21
86160384,86160384,86160895,21100,23
86161303,86161303,86161303,15626,32
86161408,86161408,86163455,198800,21
86163456,86163456,86171647,58142,24
86171648,86171648,86173695,25054,21
86173696,86173696,86175743,58141,21
86175744,86175744,86177791,57858,24
86177792,86177792,86179839,198288,21
86179840,86179840,86212607,31514,18
86212608,86212608,86220799,43530,19
86220800,86220800,86222847,8681,21
86222848,86222848,86224127,58143,24
86224384,86224384,86224895,58143,24
86224896,86224896,86226943,49820,21
86226944,86226944,86228991,42303,21
86228992,86228992,86231039,62240,21
86228992,86228992,86231039,20473,22
86231040,86231040,86233087,31577,21
86233088,86233088,86235135,5588,21
86233266,86233266,86233266,5588,32
86235392,86235392,86236159,42493,24
86236416,86236416,86237183,42493,24
86237184,86237184,86245375,20773,19
86237184,86237184,86237439,20773,24
86237952,86237952,86238463,20773,24
86238720,86238720,86238975,20773,24
86238976,86238976,86239231,61157,24
86241280,86241280,86245375,20773,20
86245376,86245376,86329343,28885,21
86310912,86310912,86315007,28885,20
86343680,86343680,86376447,28885,18
86376448,86376448,86409215,5384,18
86409216,86409216,86441983,5483,17
86441984,86441984,86474751,16276,17
86474752,86474752,86482943,34748,22
86482944,86482944,86484991,58157,21
86484992,86484992,86487039,31673,21
86487040,86487040,86489087,198753,21
86487040,86487040,86488063,198753,22
86489088,86489088,86491135,58291,21
86491136,86491136,86493183,29512,21
86495232,86495232,86497279,198871,24
86497280,86497280,86499327,57043,24
86499328,86499328,86501375,198792,21
86501376,86501376,86503423,51985,22
86501632,86501632,86501887,60641,24
86501888,86501888,86502143,51985,24
86502400,86502400,86502655,51985,24
86503424,86503424,86505471,48173,21
86505472,86505472,86507519,30938,24
86507520,86507520,86573055,6739,16
86515712,86515712,86516223,200845,23
86529536,86529536,86529791,200845,24
86540288,86540288,86540543,200845,24
86556416,86556416,86556671,200845,24
86571008,86571008,86571519,200064,23
86572032,86572032,86572287,200845,24
86573056,86573056,86638591,39891,24
86638592,86638592,86671359,39493,18
86671360,86671360,86673407,8680,21
86673408,86673408,86675455,41998,21
86675456,86675456,86677503,50627,21
86676480,86676480,86677503,50627,22
86677504,86677504,86679551,58208,21
86677760,86677760,86678015,58208,24
86679552,86679552,86687743,57976,20
86687744,86687744,86689791,198802,24
86688256,86688256,86688767,198802,24
86690816,86690816,86691839,198802,24
86690816,86690816,86691327,198802,24
86695936,86695936,86704127,35753,21
86696448,86696448,86696703,35753,24
86697728,86697728,86697983,35753,24
86698496,86698496,86699007,35753_25233,23
86698496,86698496,86698751,35753,24
86698752,86698752,86699007,25233,24
86699264,86699264,86699519,35753,24
86700032,86700032,86700287,35753,24
86700288,86700288,86700543,42591,24
86703872,86703872,86704127,35753,24
86704128,86704128,86720511,12353,18
86720512,86720512,86736895,42560,18
86736896,86736896,86745087,48642,19
86745088,86745088,86753279,34594,19
86753280,86753280,86761471,51407,19
86753280,86753280,86758399,51407,23
86758912,86758912,86761471,51407,23
86761472,86761472,86763519,51248,21
86763520,86763520,86765567,29050,21
86765568,86765568,86767615,21191,21
86767616,86767616,86769663,198830,21
86769664,86769664,86773759,39812,20
86773760,86773760,86777855,13768,22
86777856,86777856,86779903,197830,21
86777856,86777856,86778367,197830,24
86778880,86778880,86779903,197830,24
86779904,86779904,86780159,5577,24
86780160,86780160,86781183,197890,24
86781184,86781184,86781439,57062,24
86781440,86781440,86781695,44676,24
86781696,86781696,86781951,5577,24
86781952,86781952,86784511,12772,24
86784512,86784512,86784767,21353,24
86784768,86784768,86786047,12772,24
86786048,86786048,86788095,39787,21
86788096,86788096,86790143,51088,21
86789888,86789888,86790143,60358,24
86790400,86790400,86794239,20978,24
86794240,86794240,86795263,45031,22
86795264,86795264,86795775,29066,23
86795776,86795776,86796287,57739,23
86796288,86796288,86797311,29066,22
86797312,86797312,86798335,45031,22
86798336,86798336,86802431,15600,20
86802432,86802432,86804479,58185,21
86802944,86802944,86803199,58185,24
86804480,86804480,86806527,3292,21
86804480,86804480,86804735,3292,24
86806528,86806528,86807551,60781,22
86807552,86807552,86808063,58242,24
86809088,86809088,86809343,60144,24
86810624,86810624,86812671,38926,21
86812672,86812672,86813183,34757,23
86813184,86813184,86813695,41794,23
86813696,86813696,86814207,40995,23
86814208,86814208,86814719,47433,23
86814720,86814720,86816767,198848,21
86818560,86818560,86818815,12757,24
86818816,86818816,86822911,44581,20
86822912,86822912,86824959,41491,21
86824960,86824960,86827007,51109,21
86829056,86829056,86831103,57168,24
86831104,86831104,86833151,201692,21
86835200,86835200,86837247,42652,21
86837248,86837248,86839295,199134,21
86839296,86839296,86840063,59705,24
86840064,86840064,86840319,36483,24
86840080,86840080,86840095,36483,28
86847488,86847488,86849535,58223,21
86849536,86849536,86851583,198605,24
86851584,86851584,86855679,50673,22
86855680,86855680,86856703,12722,22
86856704,86856704,86858751,50673,22
86859776,86859776,86863871,197540,20
86863872,86863872,86867967,198068,24
86867968,86867968,86872063,9038,20
86874112,86874112,86876159,2119,21
86876160,86876160,86880255,6739,20
86880000,86880000,86880255,202763,24
86880256,86880256,86882303,29141,21
86883584,86883584,86883839,60406,24
86883840,86883840,86884351,198867,24
86884352,86884352,86900735,13238,18
86885376,86885376,86885631,13238,24
86887680,86887680,86887935,13238,24
86889728,86889728,86889983,13238,24
86890752,86890752,86891007,13238,24
86893824,86893824,86894079,13238,24
86894592,86894592,86894847,13238,24
86896640,86896640,86896895,13238,24
86900736,86900736,87031807,20978,19
87031808,87031808,87293951,5410,14
87031808,87031808,87048191,5410,18
87128320,87128320,87128575,21502,24
87129856,87129856,87130111,21502,24
87130368,87130368,87130623,21502,24
87134720,87134720,87134975,21502,24
87141632,87141632,87141887,21502,24
87144448,87144448,87144703,21502,24
87145472,87145472,87145727,21502,24
87154176,87154176,87154431,21502,24
87157760,87157760,87158015,21502,24
87177728,87177728,87177983,5410,24
87178496,87178496,87178751,5410,24
87182848,87182848,87183103,5410,24
87236608,87236608,87237631,5410,22
87293952,87293952,87359487,50810,16
87359488,87359488,87361535,12956,21
87361536,87361536,87363583,15425,21
87363584,87363584,87367679,50923,21
87367680,87367680,87375871,43754,20
87375872,87375872,87384063,2856,19
87384064,87384064,87385087,61137,22
87386112,87386112,87388159,29222,21
87388160,87388160,87390207,35297,21
87388616,87388616,87388617,35297,32
87388620,87388620,87388621,35297,32
87390208,87390208,87392255,51012,21
87392256,87392256,87425023,13124,17
87394304,87394304,87395327,13124,22
87406592,87406592,87423999,13124,23
87419904,87419904,87420927,13124,23
87425024,87425024,87556095,3329,19
87556096,87556096,87558143,61408,21
87559168,87559168,87560191,198843,22
87560192,87560192,87562239,201011,21
87562240,87562240,87564287,57033,23
87564288,87564288,87564543,41075,24
87564544,87564544,87564799,5588,24
87564800,87564800,87565311,12301,24
87565568,87565568,87566079,5588,24
87566080,87566080,87566335,41075,24
87566336,87566336,87566591,199248,24
87567104,87567104,87568383,199248,24
87568384,87568384,87570431,24916,21
87570432,87570432,87572479,57286,22
87572480,87572480,87588863,8926,18
87574528,87574528,87575039,8926,24
87588864,87588864,87589887,197343,22
87589888,87589888,87590143,205899,24
87590400,87590400,87590655,61191,24
87590656,87590656,87590911,44285,24
87590912,87590912,87592959,198520,21
87592960,87592960,87597055,31027,20
87597056,87597056,87599103,58233,21
87599104,87599104,87601151,198850,21
87601152,87601152,87621631,29562,21
87621888,87621888,87622143,3176,24
87622144,87622144,87623423,39010,24
87622144,87622144,87622399,24982,24
87622912,87622912,87623167,39010,24
87623424,87623424,87623679,38999,24
87623680,87623680,87625727,8449,24
87625728,87625728,87626751,43996,24
87626752,87626752,87627263,202196,24
87627264,87627264,87627775,43996,24
87627776,87627776,87629823,199435,21
87629824,87629824,87631871,197343,21
87631360,87631360,87631615,197343,24
87631872,87631872,87633919,50372,21
87633920,87633920,87635967,198608,21
87635968,87635968,87638015,204167,22
87635968,87635968,87636991,204167,23
87638016,87638016,87640063,49332,22
87640064,87640064,87642111,197423,21
87644160,87644160,87646207,8330,21
87646208,87646208,87654399,49902,19
87654400,87654400,87670783,43939,18
87662592,87662592,87670783,43939,20
87670784,87670784,87672831,12360,21
87672832,87672832,87674879,199554,21
87674880,87674880,87676927,198861,21
87676928,87676928,87678975,13178,21
87678976,87678976,87681023,29119,22
87681024,87681024,87683071,28775,21
87683072,87683072,87685119,35100,21
87685120,87685120,87687167,42707,21
87687168,87687168,87752703,39608,16
87687168,87687168,87719935,43120,19
87687168,87687168,87703551,43120,19
87719936,87719936,87752703,16223,19
87719936,87719936,87736319,16223,19
87752704,87752704,87754751,47140_203597_56634,21
87755264,87755264,87755519,202564,24
87755520,87755520,87755775,206351,24
87755776,87755776,87756799,56361,22
87756800,87756800,87758847,48146,21
87758848,87758848,87760895,207165,21
87760896,87760896,87761407,31566,23
87761664,87761664,87761919,206809,24
87762432,87762432,87762943,39248,23
87762944,87762944,87763967,61367,22
87763968,87763968,87764991,59494,22
87764992,87764992,87766015,206649,22
87766016,87766016,87766527,31566,23
87766528,87766528,87768063,39906,23
87766528,87766528,87766783,205946,24
87766784,87766784,87767039,49348,24
87768064,87768064,87769087,48146,22
87769088,87769088,87777279,201746,20
87777280,87777280,87818239,39906,21
87818240,87818240,87883775,8374,16
87883776,87883776,87885823,196753,24
87885824,87885824,87887103,25227,24
87886080,87886080,87886335,60748,24
87887104,87887104,87887871,51178,24
87887616,87887616,87887871,199072,24
87887872,87887872,87889919,47764,21
87889920,87889920,87890687,58262,24
87890688,87890688,87890943,43955,24
87891200,87891200,87891967,58262,24
87891968,87891968,87896063,28753,20
87900160,87900160,87902207,15644,21
87901184,87901184,87901695,15644,23
87902208,87902208,87904255,42337,21
87904256,87904256,87906303,24582,21
87904768,87904768,87905279,24582,24
87906304,87906304,87908351,198872,21
87908352,87908352,87910399,39683,21
87912448,87912448,87914495,199373,21
87912960,87912960,87914495,199373,24
87913472,87913472,87913983,199373,24
87914496,87914496,87916543,25460,21
87916544,87916544,87932927,58243,20
87917568,87917568,87918591,58243,22
87919616,87919616,87920639,58243,22
87921664,87921664,87921919,58243,24
87922432,87922432,87924991,58243,24
87923968,87923968,87924735,58243,24
87925504,87925504,87926015,58243,24
87927296,87927296,87927807,58243,23
87928832,87928832,87930879,58243,21
87931648,87931648,87931903,58243,24
87932416,87932416,87932927,58243,23
87932928,87932928,87934975,29286,21
87934976,87934976,87937023,198885,24
87937024,87937024,87937535,198193,23
87937536,87937536,87938047,203358,23
87938048,87938048,87939071,50129,22
87939072,87939072,87941119,202709,21
87943168,87943168,87945215,47764,21
87945216,87945216,87947263,47169,21
87947264,87947264,87949311,12859,21
87949312,87949312,87950847,20860,23
87950848,87950848,87951359,8999,23
87951360,87951360,87953407,20860,22
87953408,87953408,87954431,47447,22
87954432,87954432,87954687,51430,24
87954688,87954688,87954943,36351,24
87954944,87954944,87957503,20860,23
87957504,87957504,87957759,59432,24
87957760,87957760,87958015,36351,24
87958528,87958528,87962111,198605,23
87962112,87962112,87962623,20141,23
87963648,87963648,87965695,198605,23
87965696,87965696,87967743,199610,21
87967744,87967744,87969791,62275,21
87969792,87969792,87973887,14537,24
87973888,87973888,87982079,199610,19
87981568,87981568,87982079,199610_42926,24
87981648,87981648,87981648,42926,32
87982080,87982080,87983615,198589,24
87988224,87988224,87990271,32181,21
87990272,87990272,87998463,12880,19
87998464,87998464,88014847,57218,19
88014848,88014848,88016895,37284,22
88016896,88016896,88017407,57497,24
88017920,88017920,88018175,57497,24
88018688,88018688,88018943,16292,24
88018944,88018944,88020991,199133,21
88019968,88019968,88020479,199133,24
88020736,88020736,88020991,199133,24
88020992,88020992,88023039,31688,21
88022784,88022784,88023039,31688,24
88023040,88023040,88024063,49006,22
88024064,88024064,88025087,202693,22
88026112,88026112,88027135,202693,22
88027136,88027136,88028159,206744,22
88028160,88028160,88029183,15836,22
88030208,88030208,88031231,207238,22
88031232,88031232,88047615,9198,18
88033280,88033280,88034303,9198,22
88035328,88035328,88037375,9198,21
88038400,88038400,88040191,9198,24
88041472,88041472,88041983,9198,23
88042496,88042496,88043007,9198,23
88043520,88043520,88047615,9198,20
88045312,88045312,88047615,9198,24
88047616,88047616,88049663,49813,21
88049664,88049664,88051711,21309,21
88051712,88051712,88053759,29302,21
88053760,88053760,88055807,197695,24
88055808,88055808,88057855,49800,21
88055808,88055808,88056063,201921,24
88057856,88057856,88059903,30848,21
88059904,88059904,88061951,61310,22
88059904,88059904,88060415,61310,23
88060928,88060928,88061439,61310,23
88062208,88062208,88062463,203306,24
88062976,88062976,88063487,200602,23
88063488,88063488,88063743,197113,24
88064000,88064000,88080383,21334,18
88080384,88080384,88604671,5607,13
88604672,88604672,88735743,57218,16
88604672,88604672,88702975,57218,19
88735744,88735744,88801279,12880,17
88801280,88801280,88834047,58085,17
88834048,88834048,88866815,39501,17
88866816,88866816,88932351,9198,16
88866816,88866816,88885247,9198,22
88885760,88885760,88932351,9198,23
88932352,88932352,88937471,34145,22
88937472,88937472,88940543,20730,22
88940544,88940544,88948735,20860,19
88942336,88942336,88942591,31727,24
88946432,88946432,88946687,31727,24
88948224,88948224,88948735,31727,23
88948736,88948736,88956927,15404,19
88965120,88965120,88997887,44395,17
88965120,88965120,88989695,44395,19
88997888,88997888,89063423,16322,16
88997888,88997888,89022463,16322,19
89010176,89010176,89014271,16322,20
89038848,89038848,89063423,16322,19
89063424,89063424,89079807,15395,18
89079808,89079808,89096191,60781,18
89096192,89096192,89128959,8369,17
89128960,89128960,89260031,2856,15
89194496,89194496,89260031,2856,16
89260032,89260032,89325567,35819,16
89260032,89260032,89268223,35819,20
89270272,89270272,89272319,35819,21
89280512,89280512,89286655,35819,21
89288704,89288704,89296895,35819,20
89298944,89298944,89300991,35819,21
89319424,89319424,89325567,35819,21
89325568,89325568,89327615,51050,21
89327616,89327616,89329663,58273,21
89329664,89329664,89331711,35362,22
89331712,89331712,89333759,28717,21
89333760,89333760,89335807,6718,24
89335808,89335808,89336063,199498,24
89336064,89336064,89336319,35371,24
89336320,89336320,89336575,51204,24
89336576,89336576,89336831,9009,24
89337088,89337088,89337343,64398,24
89337344,89337344,89337599,35775,24
89337856,89337856,89339903,29119,21
89339392,89339392,89339647,50563,24
89339904,89339904,89341951,61395,22
89341952,89341952,89350143,29119,19
89341952,89341952,89343999,50563,21
89348096,89348096,89348351,50563,24
89349888,89349888,89350143,50563,24
89350144,89350144,89352191,8190,21
89352192,89352192,89354239,198898,21
89353728,89353728,89354239,198898,23
89354240,89354240,89356287,58287,21
89356288,89356288,89357311,49360,22
89356288,89356288,89357055,49360,24
89357312,89357312,89358335,198887,22
89358336,89358336,89362431,12586,20
89360384,89360384,89360639,200032,24
89360896,89360896,89361151,197549,24
89361152,89361152,89361407,25394,24
89361408,89361408,89361663,197549,24
89361920,89361920,89363455,197549,24
89363712,89363712,89364223,197549,24
89364224,89364224,89364479,12586,24
89364480,89364480,89366527,197549,24
89366528,89366528,89368575,199610,21
89366528,89366528,89367551,199610,22
89370624,89370624,89374719,200924,20
89374720,89374720,89382911,51059,19
89382912,89382912,89384959,3292,21
89384960,89384960,89385471,39506,24
89387008,89387008,89391103,174,20
89391104,89391104,89653247,24608,16
89522176,89522176,89653247,24608,16
89653248,89653248,90177535,30722,13
89669632,89669632,89677823,30722,19
89710592,89710592,89718783,30722,19
89731072,89731072,89735167,30722,20
89759744,89759744,89763839,30722,20
89776128,89776128,89780223,30722,20
90062848,90062848,90071039,30722,19
90087424,90087424,90095615,30722,19
90112000,90112000,90120191,30722,19
90177536,90177536,90439679,3269,15
90246400,90246400,90246463,3269,26
90249046,90249046,90249047,3269,32
90439680,90439680,90456063,28876,19
90456064,90456064,90472447,42038,18
90472448,90472448,90476543,42652,20
90476544,90476544,90478591,58324,21
90478592,90478592,90480639,394695,23
90480640,90480640,90482687,30873,21
90482688,90482688,90484735,18705,21
90484736,90484736,90488831,199115,20
90488832,90488832,90497023,44087,21
90497024,90497024,90499071,8315,21
90499072,90499072,90501119,12481,21
90503168,90503168,90505215,12400,24
90505216,90505216,90507263,44050,24
90507264,90507264,90509311,56340,21
90509312,90509312,90511359,28840,21
90511360,90511360,90513407,201952,21
90513408,90513408,90515455,49614,21
90515456,90515456,90515711,57043,24
90515712,90515712,90516479,44050,24
90516480,90516480,90517503,202023,24
90517504,90517504,90518527,200081,22
90518528,90518528,90520575,44050,22
90520576,90520576,90521599,8595,22
90521600,90521600,90523647,44050,22
90521600,90521600,90522623,44050,24
90523648,90523648,90525695,48096,24
90525696,90525696,90528255,44050,23
90528256,90528256,90528767,44283,24
90528768,90528768,90529791,44050,22
90529792,90529792,90532863,14061_200130,22
90532864,90532864,90533119,14061,24
90533120,90533120,90533375,14061_201229,24
90533376,90533376,90533631,14061_202018,24
90533632,90533632,90533887,14061_202109,24
90533888,90533888,90537983,198068,24
90537984,90537984,90540031,56340,21
90540032,90540032,90544127,42831,21
90544128,90544128,90546175,198610,24
90544626,90544626,90544626,198610,32
90544628,90544628,90544628,198610,32
90544831,90544831,90544831,198610,32
90546176,90546176,90548223,199610,21
90548224,90548224,90550271,42831,21
90550272,90550272,90554367,198068,20
90554368,90554368,90556415,56340,21
90556416,90556416,90558463,8595,21
90558464,90558464,90560511,39047,22
90560512,90560512,90562303,50896,24
90562560,90562560,90570751,15552,19
90570752,90570752,90578943,198471,19
90570752,90570752,90574591,198471,24
90583040,90583040,90587135,198420,20
90583040,90583040,90583295,198420,24
90587136,90587136,90589183,41023,23
90589184,90589184,90591231,51110,24
90591232,90591232,90595327,8586,20
90595328,90595328,90603519,51737,21
90603520,90603520,90604287,199976,24
90604288,90604288,90604543,201359,24
90605568,90605568,90607103,52102,24
90607616,90607616,90609663,59414,21
90609664,90609664,90611711,28890,21
90611712,90611712,90613759,199284,21
90613504,90613504,90613759,199284,24
90613760,90613760,90615807,50300,21
90614016,90614016,90614271,50300,24
90614272,90614272,90614783,62217,23
90614784,90614784,90615295,50300,24
90615808,90615808,90617599,47959,24
90617856,90617856,90619903,6908,21
90619904,90619904,90636287,47956,19
90624000,90624000,90625023,47956,22
90628096,90628096,90636287,47956,20
90636288,90636288,90701823,44869,16
90701824,90701824,90705919,47883,24
90705920,90705920,90707967,198977,21
90707968,90707968,90708479,48815,23
90708480,90708480,90710015,12779,23
90710016,90710016,90718207,59815,19
90718208,90718208,90720255,15133,24
90722304,90722304,90724351,198964,21
90724352,90724352,90726399,51873,21
90726400,90726400,90728447,50624,21
90728448,90728448,90730495,24961,21
90730496,90730496,90734591,34968,20
90734592,90734592,90736639,29256,21
90736640,90736640,90738687,43350,24
90738688,90738688,90740735,21263,21
90740736,90740736,90741759,203507,22
90741760,90741760,90742271,206970,23
90742528,90742528,90742783,202003,24
90742784,90742784,90744831,34376,24
90744832,90744832,90745343,57344,23
90745344,90745344,90746367,49699,24
90746368,90746368,90746623,57344,24
90746624,90746624,90746879,44901,24
90746880,90746880,90750975,34524,21
90750976,90750976,90753023,34659,21
90753024,90753024,90755071,58344,21
90755072,90755072,90757119,31229,21
90757120,90757120,90759167,28760,21
90759168,90759168,90761215,62370,21
90761216,90761216,90763263,9198,21
90763264,90763264,90765311,20645,21
90763264,90763264,90763775,20645,24
90764288,90764288,90765055,20645,24
90764288,90764288,90764799,20645,24
90765312,90765312,90767359,58321,21
90767360,90767360,90832895,43554,20
90832896,90832896,90898431,197207,17
90898432,90898432,90963967,5384,18
90963968,90963968,91226111,34400,14
90978816,90978816,90979327,35819,23
90996736,90996736,91013119,35819,20
91103232,91103232,91111423,35819,20
91168768,91168768,91176959,35819,20
91226112,91226112,91656191,44244,20
91226112,91226112,91639807,44244,20
91643904,91643904,91652095,44244,20
