IPValue,Lower,Upper,Path,HighSegment
91668480,91668480,92274687,44244,20
91684864,91684864,91701247,44244,20
91717632,91717632,91815935,44244,20
92078080,92078080,92209151,44244,20
92274688,92274688,92381183,31200,19
92388352,92388352,92389375,60119,22
92388748,92388748,92388748,31200,32
92389376,92389376,92405759,50923,20
92405760,92405760,92536831,31200,16
92536832,92536832,92569599,50266,17
92571904,92571904,92572159,42473,24
92577280,92577280,92577535,31400,24
92577536,92577536,92577791,47692,24
92578048,92578048,92578559,42473,24
92585472,92585472,92585727,42473,24
92585728,92585728,92585983,47692,24
92585984,92585984,92600319,35753,21
92588032,92588032,92589055,35753,22
92590080,92590080,92592127,35753,21
92593664,92593664,92594175,35753,23
92600832,92600832,92601343,35753,23
92601856,92601856,92602367,35753,23
92602368,92602368,92604415,198994,21
92604416,92604416,92606463,197155,21
92604672,92604672,92604927,197155,24
92605440,92605440,92605695,200088,24
92605696,92605696,92605951,197155,24
92606464,92606464,92608511,59395,21
92608512,92608512,92610559,57704,24
92610560,92610560,92611583,51395,22
92612608,92612608,92614655,199468,21
92614656,92614656,92618751,198292,22
92635136,92635136,92643327,20875,19
92643328,92643328,92644607,41877,24
92645376,92645376,92646399,51561,23
92646400,92646400,92647423,43207,22
92647424,92647424,92649471,20860,21
92649472,92649472,92651519,25577,21
92649984,92649984,92650751,29697,24
92651008,92651008,92651263,3257,24
92651520,92651520,92659711,197595,19
92659712,92659712,92663807,196925,20
92663808,92663808,92665855,41107,21
92665856,92665856,92667903,197227,21
92667904,92667904,92669951,39234,21
92667904,92667904,92668415,39234,23
92669952,92669952,92671999,34282,21
92674048,92674048,92676095,39440,21
92676096,92676096,92680191,58345,24
92680192,92680192,92684287,57304,20
92681472,92681472,92681727,57304,24
92681984,92681984,92682239,57304,24
92683008,92683008,92683263,57304,24
92683776,92683776,92684287,57304,24
92684288,92684288,92684799,197336,23
92685312,92685312,92686335,39039,22
92686336,92686336,92688383,199075,21
92688384,92688384,92690431,16190,21
92690432,92690432,92692479,198988,21
92692480,92692480,92694527,34391,21
92693504,92693504,92694527,34391,22
92694528,92694528,92696575,41937,24
92696576,92696576,92698623,59432,24
92698624,92698624,92700671,3242,21
92700672,92700672,92717055,57218,20
92717056,92717056,92719103,43754,21
92719104,92719104,92721151,29256,21
92721152,92721152,92723199,42656,21
92723200,92723200,92725247,21367,21
92725248,92725248,92733439,29256,19
92733440,92733440,92798975,16276,16
92798976,92798976,92995583,12389,19
92798976,92798976,92801023,12389,21
92815360,92815360,92930047,12389,18
92831744,92831744,92864511,12389,18
92995584,92995584,93011967,33934,18
93011968,93011968,93036543,21479,19
93036544,93036544,93044735,12389,19
93044736,93044736,93052927,35177,19
93052928,93052928,93061119,42548,20
93061120,93061120,93069311,28719,20
93069312,93069312,93077503,12389,20
93077504,93077504,93089791,12705,20
93077504,93077504,93085695,12705,20
93089792,93089792,93093887,3239,20
93093888,93093888,93102079,12389,19
93102080,93102080,93103103,6828,22
93102336,93102336,93102591,60716,24
93102592,93102592,93102847,6828,24
93103104,93103104,93103359,12389,24
93103360,93103360,93103615,12705,24
93103616,93103616,93104127,12389,23
93104128,93104128,93105151,6828,22
93105152,93105152,93106175,12389,22
93106176,93106176,93110271,12705,22
93110272,93110272,93115391,12389,24
93115392,93115392,93115647,12705,24
93115648,93115648,93115903,28719,24
93115904,93115904,93116415,6828,23
93116416,93116416,93118463,3239,22
93118464,93118464,93118719,12389,24
93118720,93118720,93118975,6828,24
93118976,93118976,93119999,12389,23
93120000,93120000,93120767,6828,24
93120768,93120768,93121023,12705,24
93121024,93121024,93121535,28719,24
93122560,93122560,93126655,6828,20
93126656,93126656,93128703,28719,22
93128704,93128704,93128959,12705,24
93128960,93128960,93129215,28719,24
93129216,93129216,93132287,12389,24
93132288,93132288,93132543,12705,24
93132544,93132544,93133823,3239,24
93133824,93133824,93134335,28719,23
93134336,93134336,93134847,12389,23
93134848,93134848,93143039,28719,20
93143040,93143040,93147391,12389,24
93147392,93147392,93147647,12705,24
93147648,93147648,93148671,6828,23
93148672,93148672,93148927,12705,24
93148928,93148928,93149183,28719,24
93149184,93149184,93151231,6828,22
93151232,93151232,93151999,28719,24
93152000,93152000,93152255,12389,24
93152256,93152256,93159423,6828,22
93159424,93159424,93175807,3239,18
93175808,93175808,93176831,12705,24
93176832,93176832,93178879,12389,22
93178880,93178880,93180927,28719,22
93180928,93180928,93182463,12389,24
93182464,93182464,93182975,28719,24
93182976,93182976,93183999,12389,22
93184000,93184000,93185023,6828,23
93185024,93185024,93186303,12705,24
93185024,93185024,93186047,12705,24
93186560,93186560,93188095,12389,24
93188096,93188096,93189119,6828,22
93189120,93189120,93189887,12705,24
93189888,93189888,93191167,12389,24
93190144,93190144,93190655,12389,24
93191168,93191168,93191423,12705,24
93191424,93191424,93192191,6828,24
93192192,93192192,93257727,8997,16
93192192,93192192,93241343,12389,18
93241344,93241344,93257727,8997,18
93257728,93257728,93290495,12389,18
93290496,93290496,93298687,29456,19
93298688,93298688,93302783,21378,21
93302784,93302784,93306879,15468,21
93302784,93302784,93323263,12389,24
93306880,93306880,93315071,12730,19
93315072,93315072,93315327,201907,24
93315584,93315584,93315839,201907,24
93318656,93318656,93318911,203841,24
93323264,93323264,93331455,15600,19
93331456,93331456,93333503,61144,21
93331456,93331456,93331711,25091,24
93333504,93333504,93335551,15600,21
93335552,93335552,93339647,50463,20
93336320,93336320,93336831,50463,24
93337344,93337344,93339135,50463,24
93339648,93339648,93343743,13055,21
93343744,93343744,93343999,59445,24
93344768,93344768,93345791,59445,22
93345792,93345792,93346303,61349,23
93346304,93346304,93346559,59445,24
93346560,93346560,93346815,61349,24
93347840,93347840,93356031,8359,19
93348115,93348115,93348115,65510,32
93355264,93355264,93355519,29209,24
93355520,93355520,93356031,60891,23
93356032,93356032,93358079,59441,22
93357824,93357824,93358079,59441,24
93358080,93358080,93360127,8304,21
93360128,93360128,93362175,197991,21
93362688,93362688,93363199,8468,23
93363200,93363200,93364223,31655,22
93364224,93364224,93368319,12637,20
93368320,93368320,93370367,30938,21
93369088,93369088,93370367,30938,24
93370368,93370368,93372415,31638,22
93371392,93371392,93371647,31638,24
93371904,93371904,93372159,31638,24
93372416,93372416,93384703,29247,20
93388800,93388800,93415423,15600,21
93415424,93415424,93417471,203165,21
93417472,93417472,93417983,60256,24
93418240,93418240,93418495,60256,24
93418496,93418496,93419007,58267,24
93419008,93419008,93419263,61103,24
93419264,93419264,93419519,60256,24
93419520,93419520,93421567,35193,21
93421568,93421568,93425663,34953,20
93426688,93426688,93427711,197206,22
93427712,93427712,93429759,44381,21
93429760,93429760,93431807,44265,21
93431808,93431808,93433855,39020,21
93433856,93433856,93435903,198807,21
93435904,93435904,93437951,9063,21
93437952,93437952,93454335,44265,18
93454336,93454336,93585407,6830,16
93585408,93585408,93626367,25180,19
93612032,93612032,93612287,25180,24
93626368,93626368,93634559,29691,19
93634560,93634560,93650943,6830,19
93650944,93650944,93652991,34960,21
93650944,93650944,93651199,34960,24
93652480,93652480,93652735,34960,24
93652992,93652992,93655039,59581,21
93655040,93655040,93667327,15600,20
93667328,93667328,93673471,59457,24
93674496,93674496,93675519,35567,24
93675520,93675520,93675775,59458,24
93676032,93676032,93676543,59458,24
93676800,93676800,93677311,59458,24
93677312,93677312,93677567,39216,24
93677824,93677824,93678079,59458,24
93678336,93678336,93678847,59458,24
93679616,93679616,93681151,197264,24
93681152,93681152,93681407,54058,24
93681408,93681408,93681663,197264,24
93681664,93681664,93683711,28907,21
93681664,93681664,93681919,28907,24
93683200,93683200,93683455,28907,24
93683712,93683712,93685759,59456,21
93683712,93683712,93684223,205953,23
93685760,93685760,93686527,49964,24
93686528,93686528,93686783,48844,24
93686784,93686784,93687807,49964,24
93687808,93687808,93689855,44775,21
93687808,93687808,93688575,44775,24
93688576,93688576,93689087,35641,24
93689088,93689088,93689599,44775,24
93689856,93689856,93691903,42775,21
93689856,93689856,93691391,59473,23
93691392,93691392,93691647,60731,24
93691904,93691904,93693951,31229,21
93693952,93693952,93695999,199256,21
93696000,93696000,93700095,47548,20
93696000,93696000,93696255,47548,24
93696512,93696512,93698815,47548,24
93699072,93699072,93700095,47548,23
93700096,93700096,93702143,196890,21
93702144,93702144,93704191,50477,22
93703168,93703168,93703935,50477,24
93704192,93704192,93708287,35816,20
93708288,93708288,93712383,20902,20
93712384,93712384,93714431,197248,21
93714432,93714432,93714943,59711,23
93714944,93714944,93715455,61046,23
93715456,93715456,93715967,201525,23
93715968,93715968,93716479,59711,23
93732864,93732864,93734911,60187,24
93735424,93735424,93736191,60187,24
93736960,93736960,93749247,60187,20
93749248,93749248,93753343,5602,20
93753344,93753344,93755391,34912,21
93756416,93756416,93757183,36131,24
93759488,93759488,93760767,31151,24
93765632,93765632,93782015,8473,18
93782016,93782016,93847551,42689,16
93847552,93847552,93880319,35805,17
93880320,93880320,93888511,199026,24
93883392,93883392,93884415,199026,23
93888256,93888256,93888447,199026,26
93888512,93888512,93890559,59472,24
93890560,93890560,93892607,29286,21
93892608,93892608,93892863,198047,24
93892864,93892864,93893119,6939,24
93893120,93893120,93893375,25542,24
93893376,93893376,93893631,6939,24
93893632,93893632,93893887,17819,24
93893888,93893888,93894655,6939,24
93894656,93894656,93895167,59519,24
93895424,93895424,93895679,15395_53780,24
93896704,93896704,93904895,35662,19
93904896,93904896,93906943,5538,21
93906944,93906944,93908991,199051,24
93908992,93908992,93911039,12874,21
93911040,93911040,93913087,59695,21
93913088,93913088,93929471,36351,18
93929472,93929472,93937663,12703,19
93937664,93937664,93939711,44574,21
93939712,93939712,93941759,60687,21
93941760,93941760,93945855,15600,20
93945856,93945856,93958911,3261,24
93946880,93946880,93947135,3261,24
93953536,93953536,93953791,3261,24
93959168,93959168,93959423,8274,24
93959424,93959424,93959679,3261,24
93959680,93959680,93960191,41081,23
93960192,93960192,93962239,196977,21
93962240,93962240,93970431,44574,19
93970432,93970432,93972479,35425,21
93972480,93972480,93973503,57858,24
93973504,93973504,93973759,197595,24
93973760,93973760,93974271,57858,24
93974272,93974272,93974527,197595,24
93974528,93974528,93976575,15600,21
93976576,93976576,93978623,50957,21
93978624,93978624,94011391,29119,17
93978624,93978624,93978879,50563,24
93983488,93983488,93983743,199952,24
93984000,93984000,93984255,29119,24
93985024,93985024,93985279,29119_65300,24
93988096,93988096,93988351,29119_65532,24
93988352,93988352,93988863,50129,23
93989120,93989120,93989375,29119,24
93989888,93989888,93990143,50563,24
93991424,93991424,93991935,29119,24
93992192,93992192,93992447,29119_65532,24
93992960,93992960,93993983,48427,24
93994496,93994496,93995007,50129,23
93996288,93996288,93996543,202813,24
94001152,94001152,94002175,50129,22
94002176,94002176,94002431,29119_65532,24
94003712,94003712,94003967,203499,24
94004736,94004736,94005247,206124,24
94006272,94006272,94007295,50129,22
94007296,94007296,94007551,29119,24
94007808,94007808,94008063,199343,24
94011392,94011392,94019583,36678,20
94015488,94015488,94019583,36678,23
94019584,94019584,94021631,12931,21
94021632,94021632,94022143,57869,24
94022144,94022144,94022655,6718,23
94022656,94022656,94022911,33881,24
94022912,94022912,94023167,41010,24
94023168,94023168,94023423,41825,24
94023424,94023424,94023935,43214,24
94023936,94023936,94024447,50939,24
94024448,94024448,94024703,5588,24
94024704,94024704,94024959,60201,24
94024960,94024960,94025215,42617,24
94025216,94025216,94025471,9009,24
94025472,94025472,94025983,6663,24
94025984,94025984,94026239,43474,24
94026240,94026240,94026751,6718,23
94026752,94026752,94027263,59732,23
94027264,94027264,94027775,59728,24
94027648,94027648,94027648,15836,32
94027776,94027776,94035967,15605,19
94035968,94035968,94036479,6718,23
94036480,94036480,94036991,5588,23
94036992,94036992,94037503,57869,24
94037504,94037504,94038015,3164,23
94038016,94038016,94038271,6718,24
94038272,94038272,94038527,48734,24
94038528,94038528,94039039,60531,23
94039040,94039040,94039295,207148,24
94039296,94039296,94039807,34358,24
94039808,94039808,94040063,6663,24
94040064,94040064,94040319,3164,24
94040320,94040320,94040575,6830,24
94040576,94040576,94040831,43241,24
94040832,94040832,94041087,6718,24
94041088,94041088,94042111,62094,22
94042112,94042112,94043135,57869,23
94043136,94043136,94044159,197476,23
94044160,94044160,94109695,29256,18
94109696,94109696,94175231,39891,24
94175232,94175232,94175487,57858,24
94175744,94175744,94176255,57972,23
94176256,94176256,94176511,63119,24
94176768,94176768,94177023,47536,24
94177024,94177024,94177279,57858,24
94177536,94177536,94178047,57858,24
94178304,94178304,94178559,57858,24
94178816,94178816,94179583,57858,24
94179840,94179840,94180095,57858,24
94180352,94180352,94180863,57858,24
94180864,94180864,94181119,60485,24
94181632,94181632,94181887,57858,24
94182400,94182400,94182655,57858,24
94183168,94183168,94183423,57858,24
94184192,94184192,94184703,57858,24
94184960,94184960,94185215,60485,24
94185216,94185216,94185727,57858,24
94185984,94185984,94186239,57858,24
94186496,94186496,94186751,57858,24
94187008,94187008,94188799,57858,24
94189056,94189056,94189311,57858,24
94189312,94189312,94189567,47536,24
94189568,94189568,94191615,197595,21
94191616,94191616,94193663,12658_62163,21
94191616,94191616,94192127,12658_62163,24
94192896,94192896,94193407,12658_62163,24
94193664,94193664,94195711,174,21
94195712,94195712,94197759,25151,21
94197760,94197760,94199807,21162,21
94199808,94199808,94207999,35612,19
94208000,94208000,94210047,49910,21
94210048,94210048,94214143,49687,24
94214144,94214144,94215167,60882,22
94216192,94216192,94218239,44374,21
94218240,94218240,94220287,49910,21
94220288,94220288,94224383,199823,21
94224384,94224384,94225407,60741,22
94225408,94225408,94225663,49687,24
94225664,94225664,94225919,199823,24
94225920,94225920,94226431,49910,23
94226432,94226432,94228479,60901,21
94228480,94228480,94232575,201909,20
94230528,94230528,94232575,201909,21
94232576,94232576,94234623,60231,21
94234624,94234624,94236671,60882,21
94236672,94236672,94240767,199552,21
94240768,94240768,94257151,12353,18
94257152,94257152,94261247,199181,21
94261248,94261248,94263295,43160,21
94262016,94262016,94262271,174,24
94263296,94263296,94265343,44369,21
94265344,94265344,94273535,38934,19
94265344,94265344,94269439,38934,24
94265344,94265344,94267391,38934,24
94266368,94266368,94267391,38934,24
94273536,94273536,94289919,29562,19
94289920,94289920,94291967,199990,21
94291968,94291968,94294015,59518,24
94294016,94294016,94296063,2914,21
94296064,94296064,94298111,199143,21
94296320,94296320,94296831,199143,24
94297088,94297088,94297343,199143,24
94298112,94298112,94300159,41489,21
94300160,94300160,94302207,34892,24
94302208,94302208,94306303,49594,20
94306304,94306304,94308351,49808,22
94308352,94308352,94310399,59499,21
94308352,94308352,94309375,59499,22
94310400,94310400,94310655,59503,24
94311424,94311424,94311679,61167,24
94311936,94311936,94312447,200568,24
94312448,94312448,94314495,9136,21
94314496,94314496,94316543,202016,21
94316544,94316544,94318591,61194,21
94318592,94318592,94320639,198357,21
94320640,94320640,94330879,59507,21
94330880,94330880,94334975,59508,20
94334976,94334976,94337023,197078,21
94337024,94337024,94339071,59659,21
94339072,94339072,94355455,12334,18
94355456,94355456,94356223,199053,24
94357248,94357248,94357503,199053,24
94357504,94357504,94359551,48620,21
94359552,94359552,94361599,62262,21
94360576,94360576,94361599,62262,24
94361600,94361600,94361855,50144,24
94362112,94362112,94362623,34655,24
94363648,94363648,94365695,20860,21
94365696,94365696,94367743,47381,24
94367744,94367744,94367999,60494,24
94369792,94369792,94371839,41296,22
94371072,94371072,94371327,41296,24
94371840,94371840,94405631,42337,22
94371840,94371840,94375935,42337,21
94372864,94372864,94373119,42337,24
94373888,94373888,94374143,42337,24
94374400,94374400,94374655,60345,24
94374912,94374912,94375167,42337,24
94375424,94375424,94375679,42337,24
94375680,94375680,94375935,61176,24
94377984,94377984,94383103,42337,23
94378240,94378240,94378495,42337,24
94379520,94379520,94379775,62318,24
94380288,94380288,94381055,42337,24
94384128,94384128,94386431,42337,24
94384896,94384896,94385151,42337,24
94385408,94385408,94385663,42337,24
94385664,94385664,94386175,62157,24
94387712,94387712,94391807,42337,24
94388224,94388224,94388479,42337,24
94388736,94388736,94388991,42337,24
94390784,94390784,94391295,42337,23
94391808,94391808,94392063,58202,24
94392064,94392064,94394879,42337,24
94393344,94393344,94394367,42337,24
94395136,94395136,94396415,42337,24
94396672,94396672,94398207,42337,24
94398464,94398464,94400511,42337,23
94400512,94400512,94401535,56796,24
94401536,94401536,94402559,51469,22
94402560,94402560,94404863,42337,24
94402560,94402560,94403071,42337,24
94403840,94403840,94404095,202616,24
94404352,94404352,94404607,42337,24
94405120,94405120,94405631,42337,23
94405632,94405632,94406655,51469,22
94406656,94406656,94407935,42337,24
94407936,94407936,94408191,64460,24
94408192,94408192,94409215,51469,23
94409216,94409216,94409471,59691,24
94409728,94409728,94410751,42337,22
94410752,94410752,94411007,51541,24
94411264,94411264,94411775,58202,23
94411776,94411776,94412031,25158,24
94412032,94412032,94412287,64436,24
94412800,94412800,94420991,42337,20
94414848,94414848,94415871,42337,24
94416128,94416128,94416383,42337,24
94416640,94416640,94417151,42337,24
94417152,94417152,94417407,48014,24
94417408,94417408,94418943,42337,23
94420992,94420992,94421503,60811,24
94421504,94421504,94421759,59797,24
94421760,94421760,94422015,59961,24
94422016,94422016,94422527,47990,23
94422528,94422528,94422783,50855,24
94422784,94422784,94423039,60014,24
94423040,94423040,94423295,42337,24
94423552,94423552,94424063,59838,24
94424064,94424064,94425087,62039,24
94425088,94425088,94425599,50530,23
94425600,94425600,94425855,16018,24
94425856,94425856,94426111,34341,24
94426112,94426112,94427135,50530,22
94427136,94427136,94427391,59757,24
94427392,94427392,94427647,59501,24
94427648,94427648,94428159,42337,24
94428160,94428160,94428671,50692,23
94428416,94428416,94428671,50692,24
94428672,94428672,94429183,62265,24
94429184,94429184,94433279,64413,20
94433280,94433280,94433791,47990,23
94433792,94433792,94434047,49433,24
94434048,94434048,94434303,42337,24
94434304,94434304,94434815,35615,24
94434816,94434816,94435327,42337,24
94437376,94437376,94502911,43754,18
94445568,94445568,94449663,49100,20
94446336,94446336,94446591,49100,24
94451712,94451712,94452223,49100,23
94452736,94452736,94453759,43754,22
94474240,94474240,94476287,49100,21
94486528,94486528,94494719,43754,19
94502912,94502912,94568447,50010,16
94502912,94502912,94535679,50010,18
94552064,94552064,94557183,50010,22
94552064,94552064,94556159,50010,21
94558208,94558208,94564351,50010,22
94560256,94560256,94561279,50010,22
94568448,94568448,94633983,25019,20
94633984,94633984,94638079,39028,20
94638080,94638080,94642175,52207,20
94638080,94638080,94640127,52207,22
94641408,94641408,94642175,52207,24
94642176,94642176,94646271,56330,22
94646272,94646272,94650367,56377,22
94650368,94650368,94666751,51570,18
94666752,94666752,94683135,34533,18
94683136,94683136,94699519,42682,18
94699520,94699520,94707711,51604,22
94707712,94707712,94715903,34533,19
94715904,94715904,94719999,50542,20
94720000,94720000,94724095,57044,20
94720000,94720000,94722047,57044,22
94723072,94723072,94724095,57044,22
94724096,94724096,94728191,57026,22
94728192,94728192,94732287,50498,22
94732288,94732288,94736383,49048,20
94736384,94736384,94740479,57026,22
94740480,94740480,94744575,51819,20
94744576,94744576,94746623,57378,21
94748672,94748672,94752767,50543,22
94752768,94752768,94754815,56981,22
94754816,94754816,94756863,51819,21
94756864,94756864,94760959,51035,22
94760960,94760960,94765055,57378,20
94765056,94765056,94773247,51819,19
94773248,94773248,94781439,51604,22
94781440,94781440,94797823,50512,22
94797824,94797824,94806015,51570,19
94806016,94806016,94814207,12768,22
94814208,94814208,94822399,42682,19
94822400,94822400,94824447,50542,21
94824448,94824448,94826495,51645,22
94826496,94826496,94828543,39028,21
94828544,94828544,94830591,56420,21
94828544,94828544,94829567,56420,22
94829568,94829568,94830079,47659,23
94830080,94830080,94830335,41854,24
94830336,94830336,94830591,47659,24
94830592,94830592,94838783,51645,22
94838784,94838784,94842879,51819,20
94842880,94842880,94844927,57378,21
94844928,94844928,94846975,39028,21
94846976,94846976,94855167,51645,22
94855168,94855168,94859263,49048,20
94859264,94859264,94863359,57378,20
94863360,94863360,94867455,52207,22
94867456,94867456,94871551,50543,22
94871552,94871552,94875647,41727,20
94875648,94875648,94879743,51570,20
94879744,94879744,94887935,39435,19
94887936,94887936,94896127,51604,22
94896128,94896128,95158271,16232,16
95080448,95080448,95084543,16232,20
95158272,95158272,95166463,28890,19
95166464,95166464,95168511,9125,21
95168512,95168512,95170559,20559,21
95170560,95170560,95174655,43599,20
95174656,95174656,95191039,50809,18
95183872,95183872,95186943,50809,22
95191040,95191040,95195135,15600,20
95195136,95195136,95197183,44581,21
95197184,95197184,95199231,12703,21
95199232,95199232,95203327,20712,20
95201792,95201792,95202047,20712,24
95205376,95205376,95206399,15798,22
95206400,95206400,95206911,60279,23
95206912,95206912,95207423,207012,23
95207424,95207424,95211263,199081,24
95211264,95211264,95211519,60911,24
95211520,95211520,95213567,13113,22
95213568,95213568,95215615,199139,21
95215616,95215616,95223807,8374,19
95223808,95223808,95256575,201019,17
95256576,95256576,95289343,39603,17
95289344,95289344,95354879,8374,16
95354880,95354880,95363071,20773,19
95354880,95354880,95359999,20773,22
95361024,95361024,95362047,20773,22
95363072,95363072,95365119,199352,21
95365120,95365120,95367167,50926,21
95367168,95367168,95369215,29419,21
95367168,95367168,95368447,29419,24
95369216,95369216,95369727,42010,23
95371264,95371264,95375359,29286,20
95375360,95375360,95377407,47886_16243,21
95377408,95377408,95379455,44507,21
95379456,95379456,95387647,43793,20
95387648,95387648,95420415,12586,19
95412736,95412736,95413247,12586,24
95419904,95419904,95420415,12586,24
95420416,95420416,95485951,20978,19
95518720,95518720,95535103,20978,19
95551488,95551488,95555583,15723,20
95555584,95555584,95557631,260,21
95555840,95555840,95556607,25465,24
95557632,95557632,95559679,21191,21
95559680,95559680,95561727,15426,21
95561728,95561728,95563775,6762,21
95561984,95561984,95562239,6762,24
95563776,95563776,95567871,15962,20
95567872,95567872,95569919,50673,21
95567872,95567872,95568127,50673,24
95569920,95569920,95571967,43948,21
95571968,95571968,95574015,49505,24
95572091,95572091,95572091,49505,32
95572206,95572206,95572206,49505,32
95574016,95574016,95576063,59919,21
95576064,95576064,95578367,30938,24
95578880,95578880,95580159,30938,24
95580160,95580160,95582207,59554,21
95582208,95582208,95584255,5602,21
95584256,95584256,95617023,16010,17
95617024,95617024,95624191,8605,22
95624448,95624448,95625215,3241,24
95625216,95625216,95635455,6830,22
95635456,95635456,95637503,59597,21
95637504,95637504,95641599,31027,20
95641088,95641088,95641343,31027,24
95641600,95641600,95645695,5413,20
95645184,95645184,95645439,8468,24
95645696,95645696,95647743,197308,21
95647744,95647744,95649791,49463,21
95649792,95649792,95657983,15404,19
95666176,95666176,95668223,34235,21
95668224,95668224,95682559,48173,21
95944704,95944704,96075775,5617,15
96075776,96075776,96141311,44869,16
96141312,96141312,96143359,44066,21
96143360,96143360,96145407,57768,21
96145408,96145408,96149503,20860,20
96145408,96145408,96146431,43082,24
96149504,96149504,96150271,60458,24
96150272,96150272,96151039,198193,24
96151040,96151040,96151551,50129,23
96151552,96151552,96153599,199096,21
96153600,96153600,96155647,197155,21
96153600,96153600,96153855,197155,24
96155648,96155648,96157695,199092,21
96157696,96157696,96158207,43727,24
96158720,96158720,96159999,44604,24
96160000,96160000,96160255,43727,24
96160256,96160256,96162559,44604,24
96162560,96162560,96162815,43727,24
96165888,96165888,96174079,21351,19
96174080,96174080,96206847,5483,17
96206848,96206848,96239615,44050,17
96209152,96209152,96209407,44050,24
96209408,96209408,96209663,206776,24
96209664,96209664,96209919,60144,24
96209920,96209920,96210943,44050,22
96215040,96215040,96216063,44050,22
96216064,96216064,96217087,44283,24
96217088,96217088,96220159,44050,24
96220160,96220160,96221183,62088,22
96221184,96221184,96222207,44283,24
96222208,96222208,96222463,62088,24
96222464,96222464,96222719,48693,24
96222720,96222720,96222975,44050,24
96222976,96222976,96223231,49335,24
96224256,96224256,96224767,44676,23
96224768,96224768,96225279,62241,23
96225280,96225280,96229375,44050,22
96230400,96230400,96231423,49335,22
96235520,96235520,96236543,62088,22
96236544,96236544,96237567,44050,22
96239616,96239616,96240639,44283,24
96240640,96240640,96241663,44050,22
96241664,96241664,96241919,34259,24
96241920,96241920,96242175,56897,24
96242176,96242176,96242687,44050,23
96242688,96242688,96243711,44283,24
96243712,96243712,96244735,25591,22
96244736,96244736,96245759,44050,22
96245760,96245760,96246783,200590,24
96246784,96246784,96247807,44283,24
96247808,96247808,96248831,62088,22
96248832,96248832,96249087,205672,24
96249088,96249088,96249343,49981,24
96249344,96249344,96250879,44050,24
96250880,96250880,96251903,39047,22
96251904,96251904,96252671,202023,24
96252928,96252928,96253951,44283,24
96253952,96253952,96254975,44050,22
96254976,96254976,96255999,44283,24
96256000,96256000,96258047,62088,22
96258048,96258048,96258559,44283,24
96258560,96258560,96258815,44050,24
96258816,96258816,96259071,60117,24
96259072,96259072,96260095,44050,22
96260096,96260096,96260607,44283,24
96260608,96260608,96261119,44050,24
96261120,96261120,96261375,62088,24
96261376,96261376,96261631,44050,24
96261632,96261632,96262143,44283,24
96262144,96262144,96262399,200557,24
96262656,96262656,96262911,59924,24
96262912,96262912,96263167,200557,24
96263168,96263168,96263679,44283,24
96263680,96263680,96263935,56897,24
96263936,96263936,96264191,34259,24
96264192,96264192,96265215,62088,22
96265216,96265216,96265471,206977,24
96265472,96265472,96265727,34259,24
96265728,96265728,96265983,44283,24
96265984,96265984,96266239,62088,24
96266240,96266240,96266495,49981,24
96266496,96266496,96266751,44283,24
96266752,96266752,96267007,62088,24
96267008,96267008,96267263,44283,24
96267264,96267264,96272383,44050,24
96272384,96272384,96305151,12668,17
96305152,96305152,96321535,51167,20
96321536,96321536,96323583,12737,24
96323584,96323584,96325631,50896,24
96327424,96327424,96327679,49665,24
96327680,96327680,96328703,202023,24
96328704,96328704,96329727,39047,22
96329728,96329728,96333823,200081,20
96333824,96333824,96335871,12737,21
96335872,96335872,96336127,62088,24
96336128,96336128,96336895,44050,24
96336896,96336896,96337919,202023,24
96337152,96337152,96337407,202023,25
96337920,96337920,96403455,51828,16
96337920,96337920,96339967,59587,21
96339968,96339968,96340223,51828,24
96340480,96340480,96340735,51828,24
96341248,96341248,96345343,51828,24
96345600,96345600,96345855,51828,24
96346112,96346112,96346367,51828,24
96346624,96346624,96348671,51828,24
96350208,96350208,96350719,51828,24
96352000,96352000,96353279,51828,24
96353792,96353792,96354047,51828,24
96354560,96354560,96354815,51828,24
96355072,96355072,96357119,51828,24
96357376,96357376,96357631,51828,24
96357888,96357888,96359935,51828,24
96360448,96360448,96361215,51828,24
96361728,96361728,96363007,51828,24
96363264,96363264,96364543,51828,24
96365056,96365056,96365567,51828,24
96365824,96365824,96369407,51828,24
96369664,96369664,96370431,51828,24
96370944,96370944,96371967,51828,24
96372224,96372224,96372735,51828,24
96373248,96373248,96373503,51828,24
96374272,96374272,96374527,51828,24
96375040,96375040,96375551,51828,24
96375808,96375808,96376319,51828,24
96376832,96376832,96378111,51828,24
96380160,96380160,96380415,51828,24
96380928,96380928,96381183,51828,24
96381440,96381440,96381951,51828,24
96384000,96384000,96386047,51828,24
96389120,96389120,96389631,51828,24
96391168,96391168,96392191,51828,24
96392704,96392704,96393215,51828,24
96394240,96394240,96395007,51828,24
96395520,96395520,96395775,51828,24
96396800,96396800,96397567,51828,24
96398336,96398336,96398591,51828,24
96399104,96399104,96399359,51828,24
96400128,96400128,96400383,51828,24
96400640,96400640,96400895,51828,24
96402176,96402176,96402431,51828,24
96403200,96403200,96403455,51828,24
96403456,96403456,96468991,31721,16
96404224,96404224,96404479,31721,24
96468992,96468992,96649215,5384,18
96468992,96468992,96632831,5384,18
96657408,96657408,96658431,5384,22
96664576,96664576,96665599,201678,24
96665600,96665600,96731135,5384,18
96731136,96731136,96796671,16276,16
96796672,96796672,96862207,57293,16
96796672,96796672,96845823,57293,18
